review_title,hotel_name,avg_rating,nationality,rating,review_text,year,month,season,residence_type,trip_type,traveller_type,stay_length,label
Passable,Hotel Mirabeau,7.0,Canada,5.4,got bed bugs bite all over the whole body. very itchy and painful. terrible!,2019,July,Summer,single,leisure trip,solo traveller,2,0
Good,Citadines Sainte Catherine Brussels,8.4,Serbia,7.9,"Very cold and two heaters did not work. ,

Location is great and staff is friendly. The room is spacious.",2020,February,Winter,apartment,business trip,solo traveller,3,1
Exceptional,B&B N°5,9.5,Germany,10.0,"very beautiful B&B,  very good Breakfast",2020,February,Winter,double,leisure trip,couple,2,1
Superb,Hotel Le Fournil,8.6,Poland,9.0,"Perfect place, clean & comfortable room, friendly staff. And  on top of it really delicious food in the restaurant!",2020,November,Autumn,double,leisure trip,couple,3,1
Good,Hotel Albergo,6.0,Slovakia,7.5,"It was really cold in room at night. ,

Good location, staff and price.",2020,February,Winter,double,leisure trip,couple,2,1
Exceptional,Race & Rooms,7.9,United Kingdom,10.0,"Nothing to dislike all good. lively atmosphere until eleven from the restaurant below, but this adds to the weekend of racing and fun.,

Excellent location and walked to the race track and back every day, and was only 30 minutes to the paddock area. Able to leave car parked up by hotel all weekend for free. Two great restaurants by the Hotel and all had superb and friendly staff. Fresh rolls and pastries sold daily opposite the hotel. We had temperatures of 39 degrees and hotel provided fans without asking, and were live savers.",2019,July,Summer,triple,leisure trip,people with friends,4,1
We had a pleasant stay and a real value for your money.,Hostel Bruegel,8.4,New Zealand,9.0,"The breakfast option could be improved. Only toast, cereal and a couple of fruits are your options.,

Although it was further than I thought it would be, it was just still a manageable 7-10 minute walk to Brussels Central train station. The size of the room and ensuite bathroom in the double room just surprised us as we thought it would be smaller.",2019,November,Autumn,double,leisure trip,couple,3,1
Exceptional,Marivaux Hotel,8.5,United Kingdom,10.0,There are no comments available for this review,2020,February,Winter,double,leisure trip,couple,2,1
Exceptional,Novotel Mechelen Centrum,8.6,Saudi Arabia,10.0,There are no comments available for this review,2018,December,Winter,double,business trip,solo traveller,2,1
Fabulous,Hygge Hotel,8.6,Netherlands,8.8,There are no comments available for this review,2019,September,Autumn,twin,business trip,solo traveller,1,1
Exceptional,NH Brussels EU Berlaymont,8.5,Hungary,10.0,"n/a,

Everyting.",2018,August,Summer,single,business trip,solo traveller,1,1
Superb,Spacious Guest Suites near Historic Market - 5 Min Walk,8.2,Belgium,9.0,"You can hear a lot of sounds from the room. Every time someone flushed, you could hear loud sounds. Other than that, perfect accommodation ,

Spatious, clean room. It had a very romantic touch. The bathroom is also amazing. Perfectly situated for exploring Bruges and a nice view. The small fridge and microwave were also very handy, especially during a pandemic.",2021,April,Spring,other,leisure trip,couple,2,1
Good,Hotel Du Parlement,6.8,Slovenia,7.1,"Noise from the street in the evening, curtains didn’t close good enough to prevent for the street light to enter the room. There was kettle and some teabags, but no coffee.,

Location, price",2019,July,Summer,double,business trip,solo traveller,1,1
Good,Hostel Bruegel,8.4,Ireland,9.2,Everything ok,2019,October,Autumn,dormitory,leisure trip,solo traveller,1,1
An average,Hostel Bruegel,8.4,Sweden,4.0,"You have to remove and leave the sheets at the desk at checkout, that's pure idiotic thing. 
Receptionist, she was not welcoming. ,

Location. Cleanliness. Breakfast.",2020,February,Winter,dormitory,leisure trip,solo traveller,1,0
Exceptional,pentahotel Leuven,8.4,Ukraine,10.0,There are no comments available for this review,2019,September,Autumn,double,business trip,solo traveller,2,1
Exceptional,NH Collection Brussels Grand Sablon,8.9,Belgium,10.0,"Condensation on the windows, they were always dripping.",2021,April,Spring,double,leisure trip,couple,2,1
Exceptional,Rocco Forte Hotel Amigo,9.1,United States,10.0,Outstanding accomodations! The best hotel I've stayed in since arriving in Europe. Attention to every detail.,2020,January,Winter,double,leisure trip,solo traveller,3,1
Exceptional,B&B Number 11 Exclusive Guesthouse,9.6,United States,9.6,"We liked everything about B&B 11 Exclusive Guesthouse.,

We loved everything about B&B 11 Exclusive Guesthouse.  The location was close to the main square and easy to get to.  My husband and I stayed in the 1st floor suite.  It had a separate entrance, living room, small kitchen, large bedroom and bathroom.  It was extremely clean and the hosts of the B&B were wonderful.  We enjoyed breakfast each morning and great conversation with other guest.  The host of the B&B provided great instruction on what to do and see along with options for restaurants.  The next time we visit Brugge we will definitely stay at B&B 11.",2020,January,Winter,suite,leisure trip,couple,4,1
Superb,"Radisson Blu Hotel, Bruges",8.5,United Kingdom,9.2,"Difficult to get services clarifies when you have a radisson voucher but they are helping out now,

Extremely good quality rooms and services",2019,December,Winter,other,leisure trip,couple,2,1
Exceptional,Novotel Brussels City Centre,8.5,France,10.0,There are no comments available for this review,2021,June,Summer,double,leisure trip,couple,1,1
Exceptional,Domaine de Ronchinne - Château et Ecuries,8.0,Luxembourg,9.6,"There was no “do not disturb” cartel for the door,

The location is amazing and the bed was so comfortable",2019,April,Spring,double,business trip,couple,1,1
Exceptional,Le Chataignier Centenaire,9.1,United Kingdom,10.0,"Nothing ,

Really friendly / helpful lady who spoke little to no English but it was not an issue. Lovely simple fresh breakfast of local cheeses and jam with a variety of breads. Excellent value",2019,August,Summer,double,leisure trip,people with friends,1,1
Nice 1-2 night stay for those wanting to go into Antwerp or maybe longer for fitness activities.,Hotel Ter Elst,8.3,United States,9.2,"No complaints.,

The hotel was great, in a nice location for a trip into historic Antwerp but out of the hustle and bustle.  The staff very professional and friendly.  The breakfast was definitely 5 star and fully stocked.  A bonus for the summer heat is the aircon in the rooms.",2019,June,Summer,double,leisure trip,couple,2,1
Very good,Hotel Banks,8.1,Canada,8.3,There are no comments available for this review,2018,October,Autumn,double,leisure trip,couple,2,1
Excellent place,Le Coin Vert,8.8,United Kingdom,10.0,Friendly easy going owners and awesome place,2018,August,Summer,villa,leisure trip,group,1,1
Excellent!,'S Hertogenmolens Hotel,8.1,United Kingdom,9.6,"Bar open longer?,

We stay here regularly and every time it is great. Clean, tidy, quiet rooms. Comfy beds and good breakfast - what else could anyone ask for?",2019,May,Spring,twin,business trip,solo traveller,1,1
Exceptional,Motel One Brussels,8.9,India,10.0,There are no comments available for this review,2019,June,Summer,other,leisure trip,solo traveller,2,1
Superb,Hostel Bruegel,8.4,Slovakia,9.0,"Good location, close to the train station and metro line as well as within walking distance to the city center.Nice and helpful staff, good spacious room and bathroom and large locker as well as free luggage store. Large common areas inside and outside in a courtyard.Good breakfast.",2019,October,Autumn,dormitory,leisure trip,solo traveller,1,1
"Gem of a place, will be back!",Hotel De Castillion - Small elegant family hotel,9.5,United Kingdom,10.0,There are no comments available for this review,2020,August,Summer,other,leisure trip,couple,1,1
The strength in this hotel are the people. The breakfast is complete. The restaurant could be better,ibis Hotel Brussels Airport,7.1,Israel,7.0,"Twice I was eating meat in the restaurant (spare ribs and chicken) and twice I had to ask for meat that wasn't overcooked /  fried so much that one could not use a knife. The service was great and swift with this, but I noticed an issue with cooking meat...Salmon was ok, but again, it looks like this process is not going well.In the room I expected a water cooker to make tea. The vending machine didn't accept two euro coins, and waiting for a fix took too long.,

The breakfast was very good",2019,October,Autumn,twin,business trip,solo traveller,3,0
"Nice, clean hotel, central location, friendly staff",Hotel Du Congres,8.0,Bulgaria,9.0,"No electric cattle in the room. The hotel decided to close as from 1 April and I had to change the hotel. They found however another available hotel for 1 night for me and gave back the money for the last day.,

Good central location, clean, friendly staff, good WiFi, TV channels",2020,April,Spring,single,leisure trip,solo traveller,5,1
Exceptional,Hotel Melba,8.8,United States,10.0,"Close to lots of restaurants in 5 minute walk. Excellent food for breakfast, staff superb.
Highly recommended",2018,August,Summer,double,leisure trip,couple,3,1
we searched for a place to cycle with our club,Hotel Au Prince Royal,8.1,Belgium,8.8,"nothing,

ok",2019,June,Summer,twin,leisure trip,group,4,1
Strongly recommended,C-Hotels Cocoon,8.8,Belgium,10.0,"The mattress cover kept sliding down,

The staff was really nice and kind. The room was really nice decorated. The breakfast was adjusted very smart considering the Corona virus.",2020,July,Summer,double,leisure trip,couple,2,1
My first stay in Motel One,Motel One Brussels,8.9,Poland,8.0,"Rooms could be a bit bigger and there was no complimentary tea/coffee set available. No laundry bag or shoe kit, no fridge.,

The location is great. Breakfast was very good as well. Clean, modern interior.",2020,February,Winter,other,business trip,group,1,1
Pleasant,Hotel La Chaumiere,6.9,Belgium,6.7,There are no comments available for this review,2018,October,Autumn,suite,leisure trip,couple,1,0
Great even in Corona time,Hotel Chaplin,8.5,Belgium,9.0,"The toilet was very close to the wall and low, not very comfortable... but that’s not where you want to spend much time... not such a big issue,

Nice room. We were there while restaurants and cafes were closed so we really enjoyed having the opportunity to order dinner at the hotel and the food was very good. Table + 2 chairs made a small dinning space. Minibar to keep cold drinks... Breakfast was brought in our room at requested time and was also very good.",2020,November,Autumn,double,leisure trip,couple,1,1
Superb,Hotel Koffieboontje,7.5,United Kingdom,9.2,Great location in terms of being near all the best of Bruge attractions,2018,December,Winter,double,leisure trip,couple,3,1
I will be back for sure,"Holiday Inn Express Hasselt, an IHG Hotel",8.3,United Kingdom,9.0,"All was good,

The location is perfect, the comfort is ok, the breakfast was top (the best taking in count covid19 rules)",2020,August,Summer,other,leisure trip,solo traveller,1,1
Pure relax,Le Florentin,9.1,Belgium,10.0,"Sometimes it did get crowded during breakfast,

Even with the covid guidelines, the staff did it utmost to make you feel at ease. We stayed for dinner (in the rain with 10degrees as not allowed to dinner inside), but with extra blankets and heaters and a great kitchen it became a top experience. Room 2 even has an extra roof terrace, highly recommended",2021,May,Spring,double,leisure trip,couple,1,1
A convenient little hotel close to the station and city centre,Century Hotel Antwerpen Centrum,6.9,United Kingdom,9.0,"I am waiting for them to provide tea-making facilities in the rooms,

A small hotel close to Antwerp Station and many of the tourist attractions. Comfortable bed and clean room and facilitiesAnother hotel with good breakfast and selection of food",2019,April,Spring,double,business trip,solo traveller,2,1
Superb,Hotel Minsk,8.6,Netherlands,9.2,There are no comments available for this review,2019,May,Spring,double,business trip,solo traveller,2,1
Poor,Novotel Charleroi Centre,8.4,Romania,3.3,"I arrived at hotel at 00.30.
I left the car in front of hotel.
At 4.32 somebody broke my car.(broke driver windows)
and stoled same bags from my car.
It is not possible this situation hapen in a front of 4 stars hotel.
Poor security in the area in the night. 
Never go there if you don t want to spend 1550 euro ( reparations , replacing windows)for the night.
Nobody from the hotel want to help me with that situation.,

Nothing",2019,October,Autumn,double,business trip,solo traveller,1,0
Would recommend and would stay there next time.,Citadines Sainte Catherine Brussels,8.4,United Kingdom,7.1,"The equipment provided for cooking was adequate at best.  One spare toilet roll was not enough - although it was easy to get more.,

Location close to the centre yet having excellent local facilities. Free coffee / tea 24 hrs a day!",2019,May,Spring,studio,leisure trip,couple,5,1
Exceptional,Best Western Plus Park Hotel Brussels,8.1,Armenia,9.5,There are no comments available for this review,2019,July,Summer,single,business trip,solo traveller,2,1
Overall a good hostel with super kind staff :),Jacques Brel Youth Hostel,8.0,Germany,7.9,"Actually I think I was in one of the oldest rooms of the hostel. The room could have been a bit more clean. There were some hairs from a previous visitor left in the closet. And the one with the blanket is still like this (only a sheet and a normal inlet). If you know it, you can arrange and I think that the reason is because of the heat during the summer. So please understand this as a neutral point! The location might be in the centrum but it’s still everytime a quick fifteen minute walk so maybe it’s better for a solo traveller to stay closer inside.,

The breakfast for a youth hostel was really good. Fresh fruits, three sorts of jam, ham and cheese. The staff was super kind and nice they also have their honest opinion on tours for example which I think is always gold worth!",2019,April,Spring,dormitory,leisure trip,solo traveller,3,1
Poor,Parkhotel,7.8,Italy,3.3,No lift to go upstairs with laggage,2019,June,Summer,double,business trip,solo traveller,1,0
Good,Hotel Professor,7.4,Belgium,7.1,There are no comments available for this review,2019,March,Spring,twin,leisure trip,group,1,1
Pleasant,Theater Hotel,8.4,Spain,6.3,There are no comments available for this review,2019,July,Summer,twin,business trip,couple,2,0
A great place to be,Hotel Du Parc,7.3,Belgium,8.0,The location,2021,March,Spring,double,leisure trip,couple,1,1
Beds were comfortabe and the view from the window was great. Staff were also friendly and helpful.,Hotel Bourgoensch Hof,8.4,United Kingdom,7.0,"I only wish there could have been hot water for me to have a shower/bath. I was in Room 334 but had to ask my friends in Room 333 to use their shower.,

Breakfast and location both excellent. There was less food available for our last morning, but it was enough.",2019,December,Winter,other,leisure trip,group,2,0
Exceptional,NH Brussels EU Berlaymont,8.5,United Kingdom,10.0,There are no comments available for this review,2018,October,Autumn,double,leisure trip,couple,2,1
Wonderful short stay,Les lofts de Styliste,9.6,United Kingdom,10.0,Perfectly located for travellers arriving at Brussels Midi/Zuid the property is immaculately and very stylishly presented. The proprietor is very friendly and helpful and made us feel most welcome. Highly recommended.,2019,December,Winter,studio,leisure trip,couple,2,1
Exceptional,Complex Comfort,9.2,Russia,9.6,"The location is great, just 2 metro stations from the city center. The rooms are spacious and clean. There's a hairdryer, clean towels, a TV set, a kettle and some cutlery in the room.",2019,September,Autumn,studio,leisure trip,couple,3,1
Beautiful quality room perfectly located in the centre of town.,B&B Number 11 Exclusive Guesthouse,9.6,United Kingdom,10.0,"The floor boards in our loft room did creak a lot, but I guess that was just part of the character.,

The building is lovely with heavy oak beams, contemporary decor, and quality fittings and furnishings.  Very accommodating and available host.",2019,September,Autumn,double,leisure trip,couple,1,1
Fabulous,Motel One Brussels,8.9,Switzerland,8.8,"Nothing,

The people working there were super nice and helpful. Close to the old center and all restaurant.",2019,May,Spring,other,leisure trip,people with friends,2,1
Excellent stay,nhow Brussels Bloom,8.3,United Kingdom,9.6,"Limited choice on the menu if you are wanting to stay at the hotel for dinner.,

Staff were very helpful, good location if you don't mind a walk out of the centre.",2018,December,Winter,double,leisure trip,couple,2,1
"Good value for money, great location. Even better if there was AC and a bottle of water in room.",Hygge Hotel,8.6,Switzerland,8.8,"No A/C and if it were any warmer for early September, it would have been very uncomfortable. It would be great to have coffee and tea-making facilities in the room...at the very least, even a small bottle of water once a day. There was also a slight unpleasant smell coming from the bathroom drain, so it may be time for staff to check the plumbing, at least in the room where I stayed.,

I loved the Scandi decor, very cozy. The bathroom was capacious and very comfortable to use. Loved the bathroom tiles.  Breakfast is really well done. The croissants were really good; flaky, not too sweet. Would've loved to have had Belgian waffles/gaufres since I was in Belgium.",2018,September,Autumn,twin,leisure trip,solo traveller,3,1
Superb,Hotel Esperance,8.1,Japan,9.0,the staff at the reception was very helpful and  kind enough to carry my suitcase up to my room on the 4th floor.,2020,January,Winter,double,leisure trip,solo traveller,1,1
Very good,Orbita Hotel,8.5,Italy,8.3,There are no comments available for this review,2019,July,Summer,twin,leisure trip,solo traveller,1,1
Just wanted we wanted for a one night stop on the way to France,Motel One Brussels,8.9,United Kingdom,8.3,"Bit of noise from the lift. Only one room key given and my husband came back after me and couldn't get in without the key,

Very clean and modern room, very close to the center. Car park behind the hotel very reasonable.",2019,March,Spring,other,leisure trip,couple,1,1
easy to access and very comfortable,Golden Tree Hotel,8.2,United Kingdom,10.0,"Nothing,

Very convenient to the Square and and ideal place for us as we had 8 motorbikes which were parked overnight in secure parking as long as you reserve,friendly staff and comfortable rooms highly recommended",2019,June,Summer,twin,leisure trip,group,2,1
Good hotel near the EU,Renaissance Brussels Hotel,8.2,Belgium,7.0,"Although the hotel was empty and we paid for a king room, we were first given a standard room on the 1st floor. After questioning, we were given another room (exact the same with a bigger bed). The room had no view and there were some humidity marks on the walls and the blinds were dirty. ,

Good location, staff was friendly, bed was very comfortable.",2021,January,Winter,other,leisure trip,couple,2,0
Good,Hotel Des Brasseurs,7.3,Netherlands,7.0,There are no comments available for this review,2020,June,Summer,double,leisure trip,couple,4,0
Great value for money,Dansaert Hotel,8.0,Ireland,8.0,Fantastic location to go visit the city centre. Easy access to rooms with elevator to help with big bag.,2020,January,Winter,double,leisure trip,couple,1,1
Exceptional,Golden Tree Hotel,8.2,Russia,10.0,I highly recommend this hotel! Stayed for 2 days. Everthing was perfect!,2019,March,Spring,double,leisure trip,couple,2,1
Good,Century Hotel Antwerpen Centrum,6.9,Portugal,7.0,"The hotel wifi not good (couldn't connect my work VPN, whatsapp video call not working)
Chek-out time not clear sayng ""today"" without time
No car parking space,

Clean, center place, people nice, good price",2020,October,Autumn,single,business trip,solo traveller,2,0
Passable,Snuffel Hostel,8.8,Belgium,5.4,"No hand towels, sheets needed to be applied by guest, terrible breakfast for the money,

Location",2020,February,Winter,twin,leisure trip,people with friends,1,0
Superb,Hotel De Castillion - Small elegant family hotel,9.5,Netherlands,9.0,There are no comments available for this review,2020,July,Summer,other,leisure trip,couple,1,1
Good quality + Clean + Between train station and center,Golden Tree Hotel,8.2,Netherlands,9.2,"For the final floor of the hotel, rooms height are good but there is wooden block which supports the rooftop (ofc
it is usual and normal) which was in the room and as tall person (1.90+), i hit my head two times to there 😁 However, in general quality is good and i was happy for my stay.,

In general, it is clean and good quality hotel, with reasonable price and it is in good place because between center and train station. So, just after you go out from train station, you can reach to the hotel approximately 12 minutes of walk and from hotel you can reach to the center in 5 minutes. They have alot of things which can be needed for regular traveller such as cloth hangers, hair dryer, shampoo, soaps etc. We just suprised that there wasnt daily usage sandals (usually white color) but the floor was covered with carpet and it wasnt a problem.",2018,September,Autumn,double,leisure trip,couple,1,1
Fabulous,Hotel Ambrosia,9.1,United Kingdom,8.8,"No parking. No tea/coffee making facilities and tv was stuck on blind description. However this still did not really detract from lovely hotel in fab location. ,

Great location, friendly staff. Would definitely recommend.",2019,May,Spring,twin,leisure trip,couple,1,1
Exceptional,Lunatree,9.4,Belgium,10.0,There are no comments available for this review,2019,September,Autumn,suite,leisure trip,people with friends,1,1
Exceptional,Residentie Sweetnest,7.9,Belgium,10.0,There are no comments available for this review,2019,May,Spring,apartment,leisure trip,group,2,1
Very good,Hygge Hotel,8.6,Lithuania,8.0,There are no comments available for this review,2020,February,Winter,twin,business trip,solo traveller,3,1
Good,Novotel Brussels City Centre,8.5,Spain,7.0,There are no comments available for this review,2020,January,Winter,double,business trip,solo traveller,1,0
Very good,ferme st martin,8.5,Czech Republic,8.0,"The place has its own rhythm (because it is all run by basically one person) but if you can adapt, you will have a good time.,

A family-run place in the middle of the village. Very nice rooms. Good sauna. The food was simple but tasty.",2021,April,Spring,suite,leisure trip,group,4,1
Exceptional,Aparthotel Adagio Access Bruxelles Europe Aparthotel,8.7,Romania,9.6,There are no comments available for this review,2019,June,Summer,studio,business trip,solo traveller,1,1
I enjoyed my stay very much.,Hotel Le Châtelain,8.9,Netherlands,9.0,"There was no light above my bath which made it impossible to read while enjoying the bath.,

The staff is friendly and very efficient. The hotel offers great quality for a reasonable price. Breakfast is very good.",2019,November,Autumn,double,leisure trip,solo traveller,1,1
Superb,Hygge Hotel,8.6,Greece,9.0,"Friendly staff, perfect location, great design!",2021,June,Summer,twin,business trip,solo traveller,4,1
Exceptional,b room,9.3,Belgium,10.0,Such a beautiful place! Great breakfast!,2020,August,Summer,other,leisure trip,couple,2,1
Exceeded expectations in every way.,La lune en bulles,9.5,United States,10.0,The land lady and gentlemen were extremely nice. Made it feel like coming home.  Very serene and picturesque neighborhood.,2019,May,Spring,double,leisure trip,couple,1,1
Good,YOOMA Urban Lodge,8.6,Romania,7.5,There are no comments available for this review,2019,July,Summer,other,business trip,group,6,1
Exceptional,Hotel Gulden Vlies,8.5,France,10.0,"Nothing ,

The breakfast is amazing, The owner of the hotel was very nice and convenient. I would highly recommend!",2021,July,Summer,double,leisure trip,couple,1,1
Good,Van Der Valk Hotel Brugge Oostkamp,8.7,Netherlands,7.9,"Restaurant is overpriced ,

Good gym, breakfast",2020,March,Spring,double,business trip,solo traveller,1,1
Homely atmosphere and great location,B&B Het Colettientje,9.0,South Africa,9.2,"Great location walkable from the station and within walking of all the beautifully scenic areas of Bruges. 
Maria is a quirky and charming host and we enjoyed getting to know her even if our stay was very brief. She also went out of her way to help us on our last day which we greatly appreciate!",2019,August,Summer,double,leisure trip,couple,2,1
Close from the grand place,Hotel Mirabeau,7.0,Spain,7.5,"The room was cold.,

The ubication is nice . It is close from the center but  the room was cold . This was a litle uncomfortable yo have a shower for exemplo.",2019,January,Winter,double,leisure trip,couple,3,1
I will stay again but please provide hot water kettle at the very least!,Motel One Brussels,8.9,Australia,7.0,"There is no air-conditioning that we can control. There was no air circulation unless we open the window but we can hear all the road noise.AND PLEASE PROVIDE HOT WATER KETTLE!,

The room was clean and furnished tastefully.",2019,September,Autumn,other,leisure trip,couple,2,0
Good,AppartHotel Belle Vue,7.9,United Kingdom,7.1,"The bed and pillows,

Pleasantly surprised as the surrounding area is very working class and drab.",2018,August,Summer,double,leisure trip,couple,1,1
"Great value, well located lodgings",Hotel Mirabeau,7.0,Belgium,10.0,"They need to redo their decor.... renew some room features,

Great value, no frills, very comfortable beds, housekeeping very good, linen nice and clean, desks to work on, balconies to watch the world pass by, and a great location too",2020,September,Autumn,double,business trip,solo traveller,4,1
Exceptional,Hotel L'Esprit Sain,8.0,United Kingdom,10.0,Excellent service good food,2019,September,Autumn,triple,leisure trip,people with friends,2,1
my stay was short but peacefull and enjoyable,B&B Het Zummerheem,8.9,United Kingdom,10.0,"The jacuzzi was not on,

The breakfast was very nice, full of varieties of food to eat to full you up throughout the day it was amazing",2019,July,Summer,twin,leisure trip,couple,2,1
"Very nice quality price. Just ask for queen bed, not twin",Van der Valk Hotel Brussels Airport,8.1,Germany,7.1,"Twin bed and ""split sheets"" . Very uncomfortable. Not the quality of the stuff but the concept!,

Very quiet despite very closed from the airportNice decoration",2019,January,Winter,other,business trip,couple,1,1
Great location in Namur,Grand Hotel de Flandre,8.0,Belgium,8.0,"The room lacks some space to open the doors and the toilet is separated from the shower (bathroom is separated in 2 different spaces),

Great reception service, the building seems renovated. You have everything needed inside a room",2021,May,Spring,other,leisure trip,couple,3,1
The staff is extremely friendly and supportive.  Perfect location.,Aparthotel Adagio Access Bruxelles Europe Aparthotel,8.7,Montenegro,9.6,The staff is extremely friendly and supportive. They are the true asset of the Hotel. Perfect location,2019,September,Autumn,studio,business trip,solo traveller,6,1
Very good,NH Brussels EU Berlaymont,8.5,Netherlands,8.0,There are no comments available for this review,2019,November,Autumn,single,business trip,solo traveller,1,1
Exceptional,Park Inn By Radisson Hasselt,8.5,United Kingdom,9.6,There are no comments available for this review,2019,November,Autumn,other,leisure trip,solo traveller,3,1
Exceptional,B&B Salve,9.7,Armenia,9.6,"The house is located in the very calm and nice neighborhood, was very clean and comfortable. The host was just amazing, I was staying alone and having a conversation with her in the morning was very pleasant. The breakfast was very good, she even asked me before head what I prefer to have on breakfast. The breakfast room was very nice as well, with a beautiful view to the garden.
Room was also nice, has everything what you may need. The private bathroom is in the separate room, clean and big.
The house is not in the center, but a metro station was not far away and there is  a direct line to the central station, so for me it was not a problem.",2019,May,Spring,double,leisure trip,solo traveller,1,1
Good,Charlie Rockets Youth Hostel,7.3,United Kingdom,7.5,There are no comments available for this review,2019,August,Summer,dormitory,leisure trip,solo traveller,2,1
"Affordable, basic rooms but good quality",Motel One Brussels,8.9,Italy,8.8,"Window blinds aren't thick enough to make a complete dark at night,

Clean, well kept and modern. Rooms are small and with basic furniture but with nice tv set and the bathroom is nice and recently renovated.",2018,August,Summer,other,business trip,solo traveller,1,1
Exceptional,Golden Tree Hotel,8.2,France,10.0,"Nothing ,

Great location, nice rooms at a good price, fantastic owners. Found free parking 400 metres away or there is limited parking on site. A very short walk to all the attractions of this great city, nearest bars and restaurants about 250 metres",2021,June,Summer,double,leisure trip,couple,1,1
Elegant and medieval flavoured hotel with nice garden,Hotel Jan Brito - Small Elegant Hotels,8.5,Italy,10.0,"The bathroom on the top floor does not have a door. Still you have privacy as there the living area is on ground and upstair it is a full bathroom,

We had an elegant room with direct access to the beautiful garden. The staff was extremely kind and professional. In addition, I feel the COVID measures were taken extremely serious. There were other guests in the premise however I feel very safe and distance was always maintained. In addition, we used the bar of the hotel to meet a couple of friends who came visiting us and I was very happy I could have them with us in such a cozy and reserved atmosphere instead of having to search for a crowded bar around in Bruges.",2020,July,Summer,double,leisure trip,couple,1,1
Good,The Plaza Hotel Antwerp,8.4,United Arab Emirates,7.9,"Hallway carpets seemed a bit dirty ,

Staff were very helpful",2019,August,Summer,double,leisure trip,couple,1,1
"Nice saying, recommended!",Boerderaaj,9.7,Italy,9.0,"With the restaurants closed, you need to do a bit more planning in advance.,

Very quite and relaxing staying. Very close to the castle and convenient for a nice walk in the nature.",2021,February,Winter,double,leisure trip,solo traveller,1,1
Exceptional,Château Charles,9.7,Belgium,10.0,There are no comments available for this review,2020,February,Winter,double,leisure trip,couple,1,1
Good,Best Western Plus Park Hotel Brussels,8.1,Mauritius,7.5,There are no comments available for this review,2019,September,Autumn,single,leisure trip,solo traveller,4,1
Fabulous,Mercure Antwerp City South,7.9,Thailand,8.8,"Not important, it is my personal observation.,

location and cleanliness,  perfect amenities and facilities for our busy schedule as trade exhibitor and meeting with our clients. quick & efficiency hotel's taxi services :)",2019,January,Winter,twin,business trip,couple,5,1
Warm welcome,All In One,9.2,Hungary,10.0,"Nice people, beautiful place.",2019,October,Autumn,other,leisure trip,couple,1,1
Lovely B&B in a historic building,Maison MIELOU,9.0,Netherlands,8.8,"Maison Mielou was a lovely place to stay. The room was beautiful and spacious and the host very nice. Please check in advance if they have availability should you need parking as they only have one spot for guests. However there was free street parking about 700m away. The bed was comfortable and the room lovely but it is an old house and there are creaky floor boards and quite thin walls. You definitely heard it when your partner used the bathroom at night! The interior is very lush and a bit eccentric. They even provided candles for a romantic ambiance. :-) Also note that the breakfast is not included in room price and it is served in the room. We found it relaxing to enjoy our breakfast in our pyjamas in the comfort of our room but the choice is limited to what's on the tray. It was a good quality continental breakfast (croissant, bread rolls, cheese, jam, brioche, boiled egg, yoghurt, fresh fruit), the first morning more generous than on our second day. There was also coffee and tea making possibility in the room. The house itself is gorgeous but the neighborhood is not the best. But it was an easy 20min walk to the city center. Maison Mielou also has bicycles to use. We did that and thought it was a great way of getting around and exploring also the outskirts of town. There are bicycle lanes everywhere and cars are used to bikes so it was very easy and enjoyable. Overall a good experience and I would stay Maison Mielou again.",2019,October,Autumn,suite,leisure trip,couple,2,1
Superb,Novotel Charleroi Centre,8.4,Belgium,9.0,"The hotel is located smack in the center of the ""lower-part"" Charleroi which has been renovated in recent years, close to the station. it is integrated in a big shopping mall but the entrance is just outside the mall, you have to take an elevator to get to the reception. Rooms are nice and comfy.",2020,August,Summer,double,leisure trip,solo traveller,2,1
Perfect for our needs.,Novotel Brussels City Centre,8.5,United Kingdom,10.0,Great location. Friendly helpful staff. Good choice for breakfast. Good bar. Comfortable room.,2018,December,Winter,double,leisure trip,couple,2,1
Fabulous,Aris Grand Place Hotel,8.3,United Kingdom,8.8,There are no comments available for this review,2019,April,Spring,single,business trip,solo traveller,5,1
Brilliant hosts and a lovely clean and convenient place to stay. Would visit again.,B&B Le flaneur,9.7,United Kingdom,9.0,"Everything was great,

Everything was superb but would have been better with a TV in the room.",2020,February,Winter,double,leisure trip,couple,2,1
Lovely.,St Christopher's Inn Hostel at The Bauhaus,8.1,United Kingdom,7.0,"The athmospehere was quite lovely, especially with downstairs pub with board games, food and happy hour on drinks :) While I didn't try the breakfast, the buffet looked good, and great value for money.",2020,February,Winter,single,leisure trip,solo traveller,2,0
Exceptional,B&B Toast Hoogstraten,9.7,Belgium,10.0,There are no comments available for this review,2021,July,Summer,other,leisure trip,couple,1,1
Penthouse apartment in Ypres,Atrium,9.7,New Zealand,10.0,Martine's apartment is 5 star accommodation. It is beautifully furnished with great views over Ypres from the outdoor terraces. It is conveniently located to the train station (10 minute walk) and only a short stroll to the Menin Gate.,2019,December,Winter,apartment,leisure trip,couple,1,1
